latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
2.56076,100.21577,321.05,1,1,2026-03-25,1414,Terra,MODIS,100,6.1NRT,293.5,17.33,N
2.5708,100.22333,304.17,1,1,2026-03-25,1414,Terra,MODIS,59,6.1NRT,292.35,4.27,N
2.56958,100.21454,320.49,1,1,2026-03-25,1414,Terra,MODIS,100,6.1NRT,293.39,16.92,N
6.09065,101.90869,304.94,1.12,1.06,2026-03-25,1414,Terra,MODIS,60,6.1NRT,294.48,5.72,N
5.96763,100.73418,307.66,1.02,1.01,2026-03-25,1414,Terra,MODIS,70,6.1NRT,295.79,5.43,N
5.96641,100.72516,307.3,1.02,1.01,2026-03-25,1414,Terra,MODIS,69,6.1NRT,295.67,5.25,N
6.00348,100.66502,310.33,1.02,1.01,2026-03-25,1414,Terra,MODIS,78,6.1NRT,295.6,7.45,N
4.27975,98.04153,349.9,1.24,1.11,2026-03-25,2034,Aqua,MODIS,100,6.1NRT,293.76,83.8,N
4.27819,98.0523,305.52,1.24,1.11,2026-03-25,2034,Aqua,MODIS,65,6.1NRT,292.35,7.18,N
4.27653,98.03544,326.94,1.24,1.11,2026-03-25,2034,Aqua,MODIS,100,6.1NRT,292.36,32.57,N
4.27491,98.04621,326.94,1.24,1.11,2026-03-25,2034,Aqua,MODIS,100,6.1NRT,293.09,32.52,N
2.57204,100.21577,304.25,1,1,2026-03-25,2036,Aqua,MODIS,59,6.1NRT,293.15,5.41,N
2.57073,100.22449,303.64,1,1,2026-03-25,2036,Aqua,MODIS,56,6.1NRT,293.56,5.02,N
1.97271,101.53973,306.79,1.04,1.02,2026-03-25,2036,Aqua,MODIS,53,6.1NRT,285.13,8.28,N
1.97135,101.54875,316.02,1.04,1.02,2026-03-25,2036,Aqua,MODIS,92,6.1NRT,287.96,15.43,N
1.96518,101.52942,311.55,1.04,1.02,2026-03-25,2036,Aqua,MODIS,79,6.1NRT,287.02,11.63,N
1.85181,101.66437,303.49,1.05,1.02,2026-03-25,2036,Aqua,MODIS,53,6.1NRT,290.69,5.15,N
1.44697,104.27503,308.37,1.48,1.2,2026-03-25,2036,Aqua,MODIS,74,6.1NRT,293.18,12.08,N
1.80014,101.70341,303.22,1.05,1.02,2026-03-25,2036,Aqua,MODIS,54,6.1NRT,290.21,4.07,N
1.77315,101.63684,301.51,1.05,1.02,2026-03-25,2036,Aqua,MODIS,24,6.1NRT,287.48,5.45,N
1.65757,101.48438,303.08,1.04,1.02,2026-03-25,2036,Aqua,MODIS,49,6.1NRT,288.9,4.81,N
1.6562,101.4934,306.06,1.04,1.02,2026-03-25,2036,Aqua,MODIS,67,6.1NRT,290.68,6.7,N
1.65436,101.25747,301.06,1.03,1.01,2026-03-25,2036,Aqua,MODIS,37,6.1NRT,288.87,4.32,N
1.52607,102.11088,303.77,1.1,1.04,2026-03-25,2036,Aqua,MODIS,57,6.1NRT,289.24,5.06,N
1.39449,100.66146,301.72,1,1,2026-03-25,2036,Aqua,MODIS,37,6.1NRT,288.11,3.29,N
1.39317,100.67018,318.72,1,1,2026-03-25,2036,Aqua,MODIS,97,6.1NRT,289.87,15.18,N
1.39185,100.6789,325.87,1,1,2026-03-25,2036,Aqua,MODIS,100,6.1NRT,289.01,22.62,N
1.39052,100.68762,307.44,1.01,1,2026-03-25,2036,Aqua,MODIS,71,6.1NRT,287.47,6.47,N
0.34127,103.10136,338.62,1.28,1.12,2026-03-25,2036,Aqua,MODIS,100,6.1NRT,294.41,56.39,N
0.3396,103.11248,308.29,1.28,1.12,2026-03-25,2036,Aqua,MODIS,23,6.1NRT,291.29,8.88,N
0.33145,103.09995,306.58,1.28,1.12,2026-03-25,2036,Aqua,MODIS,33,6.1NRT,291.02,7.72,N
0.28184,102.95122,306.09,1.25,1.11,2026-03-25,2036,Aqua,MODIS,67,6.1NRT,288.49,8.64,N
0.28023,102.96207,300.39,1.26,1.11,2026-03-25,2036,Aqua,MODIS,27,6.1NRT,288.36,4.24,N
0.18298,103.40843,301.01,1.35,1.15,2026-03-25,2036,Aqua,MODIS,36,6.1NRT,289.82,5.65,N
0.22267,102.27759,311.67,1.15,1.07,2026-03-25,2036,Aqua,MODIS,83,6.1NRT,288.62,12.41,N
0.22114,102.28757,312.52,1.15,1.07,2026-03-25,2036,Aqua,MODIS,85,6.1NRT,288.12,13.33,N
0.21631,102.28008,314.83,1.15,1.07,2026-03-25,2036,Aqua,MODIS,90,6.1NRT,289.06,15.59,N
5.98868,100.35503,317.66,1.25,1.11,2026-03-26,0230,Terra,MODIS,0,6.1NRT,300.57,8.72,D
5.65159,100.61249,317.54,1.31,1.14,2026-03-26,0230,Terra,MODIS,74,6.1NRT,299.43,11.81,D
5.64164,100.61102,314.1,1.31,1.14,2026-03-26,0230,Terra,MODIS,49,6.1NRT,298.72,7.7,D
5.48894,100.60636,317.61,1.32,1.14,2026-03-26,0230,Terra,MODIS,56,6.1NRT,298.37,11.53,D
4.37548,100.78276,310.98,1.4,1.17,2026-03-26,0232,Terra,MODIS,63,6.1NRT,295.71,7.88,D
4.27901,98.03853,321.57,1.03,1.01,2026-03-26,0232,Terra,MODIS,79,6.1NRT,296.51,13.42,D
4.27012,98.03728,315.53,1.03,1.01,2026-03-26,0232,Terra,MODIS,58,6.1NRT,295.52,7.44,D
1.86179,102.9992,313.95,2.29,1.47,2026-03-26,0232,Terra,MODIS,53,6.1NRT,291.97,24.66,D
1.97213,101.52901,317.15,1.74,1.29,2026-03-26,0232,Terra,MODIS,58,6.1NRT,295.17,21.27,D
1.96993,101.54405,345.24,1.75,1.3,2026-03-26,0232,Terra,MODIS,93,6.1NRT,297.3,107.17,D
1.84891,101.66208,316.36,1.79,1.31,2026-03-26,0232,Terra,MODIS,62,6.1NRT,295.19,21.22,D
1.79889,101.69647,315.74,1.81,1.32,2026-03-26,0232,Terra,MODIS,39,6.1NRT,295.59,16.84,D
1.77112,101.64476,314.8,1.79,1.31,2026-03-26,0232,Terra,MODIS,69,6.1NRT,293.89,19.25,D
1.06095,102.01724,315.28,1.97,1.37,2026-03-26,0232,Terra,MODIS,69,6.1NRT,292.32,22.05,D
0.33726,103.10825,314.65,2.49,1.52,2026-03-26,0232,Terra,MODIS,70,6.1NRT,284.01,36.43,D
0.34139,103.10208,314.23,2.49,1.52,2026-03-26,0232,Terra,MODIS,49,6.1NRT,284.44,31.84,D
1.39315,100.67181,317.46,2.04,1.39,2026-03-26,0856,Aqua,MODIS,39,6.1NRT,291.91,21.83,D
4.57858,96.97821,308.47,1.23,1.1,2026-03-26,0856,Aqua,MODIS,40,6.1NRT,288.26,8.58,D
4.94754,97.4828,316.27,1.34,1.15,2026-03-26,0856,Aqua,MODIS,68,6.1NRT,297.47,11.28,D
3.83718,108.11129,325.48,1.05,1.02,2026-03-27,0756,Aqua,MODIS,35,6.1NRT,297.61,16.8,D
3.84749,108.1191,317.03,1.05,1.02,2026-03-27,0756,Aqua,MODIS,54,6.1NRT,295.48,9.69,D
3.84613,108.10995,335.07,1.05,1.02,2026-03-27,0756,Aqua,MODIS,87,6.1NRT,296.27,31.4,D
3.8434,108.09161,320.37,1.05,1.03,2026-03-27,0756,Aqua,MODIS,63,6.1NRT,296.68,12.85,D
-2.85808,105.30097,307.06,1.05,1.02,2026-03-27,1353,Terra,MODIS,70,6.1NRT,284.8,7.71,N
-1.97418,105.70502,303.2,1.02,1.01,2026-03-27,1353,Terra,MODIS,54,6.1NRT,282.89,5.31,N
-0.19179,104.86054,306.71,1.04,1.02,2026-03-27,1353,Terra,MODIS,48,6.1NRT,279.72,7.26,N
-0.19305,104.8514,340.05,1.05,1.02,2026-03-27,1353,Terra,MODIS,100,6.1NRT,280.32,46.3,N
-0.20318,104.77795,305.56,1.05,1.02,2026-03-27,1353,Terra,MODIS,33,6.1NRT,280.32,6.98,N
-0.20444,104.76876,312.51,1.05,1.02,2026-03-27,1353,Terra,MODIS,79,6.1NRT,280.18,12.07,N
0.20885,102.27687,300.5,1.42,1.18,2026-03-27,1355,Terra,MODIS,29,6.1NRT,271,8.14,N
0.33445,103.11976,308.42,1.24,1.11,2026-03-27,1355,Terra,MODIS,74,6.1NRT,281.99,10.47,N
0.21921,102.2754,305.24,1.42,1.18,2026-03-27,1355,Terra,MODIS,63,6.1NRT,272.01,12.62,N
0.3442,103.11839,312.77,1.24,1.11,2026-03-27,1355,Terra,MODIS,86,6.1NRT,283.07,13.51,N
0.34272,103.10754,329.1,1.24,1.11,2026-03-27,1355,Terra,MODIS,100,6.1NRT,284.06,35.81,N
0.34124,103.09665,312.63,1.25,1.11,2026-03-27,1355,Terra,MODIS,85,6.1NRT,282.86,13.45,N
0.34591,103.11191,327.04,1.24,1.11,2026-03-27,1355,Terra,MODIS,100,6.1NRT,284.88,32.47,N
0.34437,103.10106,317.14,1.24,1.11,2026-03-27,1355,Terra,MODIS,94,6.1NRT,284.08,18.62,N
0.34282,103.09016,304.35,1.25,1.11,2026-03-27,1355,Terra,MODIS,10,6.1NRT,283.11,5.84,N
0.45273,103.45383,305.48,1.19,1.08,2026-03-27,1355,Terra,MODIS,64,6.1NRT,272.43,9.58,N
0.89984,103.49738,326.76,1.17,1.07,2026-03-27,1355,Terra,MODIS,100,6.1NRT,286.92,29.6,N
2.78752,102.8824,333.98,1.2,1.09,2026-03-27,1355,Terra,MODIS,100,6.1NRT,279.69,45.32,N
2.9972,103.40832,300.18,1.12,1.05,2026-03-27,1355,Terra,MODIS,20,6.1NRT,281.23,4.44,N
2.56419,100.21868,331.28,1.86,1.33,2026-03-27,1355,Terra,MODIS,100,6.1NRT,292.58,70.61,N
2.57589,100.21699,305.3,1.86,1.33,2026-03-27,1355,Terra,MODIS,27,6.1NRT,290.71,10.9,N
2.26698,102.26949,300.19,1.42,1.18,2026-03-27,2014,Aqua,MODIS,20,6.1NRT,285.47,5.11,N
0.45921,103.46004,307.48,1.14,1.06,2026-03-27,2014,Aqua,MODIS,72,6.1NRT,284.43,9.25,N
0.34592,103.11189,317.36,1.18,1.08,2026-03-27,2014,Aqua,MODIS,66,6.1NRT,288.16,17.69,N
0.338,103.10023,307.4,1.19,1.08,2026-03-27,2014,Aqua,MODIS,27,6.1NRT,285.87,8.82,N
0.21457,102.27715,311.63,1.32,1.14,2026-03-27,2014,Aqua,MODIS,83,6.1NRT,284.36,16.19,N
0.21281,102.28862,303.08,1.32,1.14,2026-03-27,2014,Aqua,MODIS,53,6.1NRT,284.71,7.72,N
-0.28753,103.01767,307.24,1.18,1.08,2026-03-27,2014,Aqua,MODIS,71,6.1NRT,284.09,10.23,N
5.97281,100.38113,316.49,1.12,1.05,2026-03-28,0209,Terra,MODIS,74,6.1NRT,289.23,10.75,D
5.13481,103.21695,311.9,1.03,1.01,2026-03-28,0211,Terra,MODIS,67,6.1NRT,295.07,6.39,D
1.97894,101.54666,323.93,1,1,2026-03-28,0211,Terra,MODIS,82,6.1NRT,284.31,17.33,D
1.97769,101.55538,325.27,1,1,2026-03-28,0211,Terra,MODIS,83,6.1NRT,283.54,19.02,D
1.96698,101.5479,316.57,1,1,2026-03-28,0211,Terra,MODIS,65,6.1NRT,283.86,12.25,D
1.96573,101.55663,306.48,1,1,2026-03-28,0211,Terra,MODIS,35,6.1NRT,281.95,4.48,D
1.79971,101.69625,312.51,1,1,2026-03-28,0211,Terra,MODIS,40,6.1NRT,284.59,6.39,D
0.90245,103.50497,310.5,1.14,1.06,2026-03-28,0211,Terra,MODIS,0,6.1NRT,280.34,9.69,D
0.34087,103.11449,325.77,1.11,1.05,2026-03-28,0211,Terra,MODIS,82,6.1NRT,291.84,21.64,D
0.32891,103.13251,325.22,1.11,1.05,2026-03-28,0211,Terra,MODIS,82,6.1NRT,292.1,21.56,D
-0.20323,104.85407,369.76,1.5,1.21,2026-03-28,0835,Aqua,MODIS,89,6.1NRT,289.81,199.27,D
-0.20512,104.84107,362.1,1.49,1.21,2026-03-28,0835,Aqua,MODIS,89,6.1NRT,289.88,157.04,D
-0.19266,104.85249,349.87,1.5,1.21,2026-03-28,0835,Aqua,MODIS,83,6.1NRT,289.95,101.45,D
-0.19456,104.83949,337.16,1.49,1.21,2026-03-28,0835,Aqua,MODIS,77,6.1NRT,291.14,59.41,D
0.19359,103.7094,310.05,1.27,1.12,2026-03-28,0835,Aqua,MODIS,21,6.1NRT,282.24,8.02,D
0.65634,103.44269,333.23,1.24,1.11,2026-03-28,0835,Aqua,MODIS,82,6.1NRT,295.37,35.27,D
0.65474,103.43192,320.86,1.24,1.11,2026-03-28,0835,Aqua,MODIS,55,6.1NRT,294.62,14.69,D
0.84685,104.25148,326.08,1.41,1.17,2026-03-28,0835,Aqua,MODIS,0,6.1NRT,294.99,28.59,D
0.66286,101.28773,310.32,1.01,1.01,2026-03-28,0835,Aqua,MODIS,58,6.1NRT,288.3,6.15,D
6.00317,100.41263,318.89,1.03,1.01,2026-03-28,0835,Aqua,MODIS,73,6.1NRT,294.32,9.97,D
-0.19247,104.84047,323.13,3.41,1.74,2026-03-28,1431,Terra,MODIS,93,6.1NRT,271.56,0,N
4.924,97.47129,337.5,1.01,1,2026-03-28,2051,Aqua,MODIS,100,6.1NRT,290.36,39.5,N
4.92268,97.48003,323.92,1.01,1,2026-03-28,2051,Aqua,MODIS,100,6.1NRT,291.58,21.47,N
4.91525,97.46999,328.66,1.01,1,2026-03-28,2051,Aqua,MODIS,100,6.1NRT,290.4,26.36,N
4.91392,97.47874,322.17,1.01,1,2026-03-28,2051,Aqua,MODIS,100,6.1NRT,291.16,18.91,N
2.78082,102.88013,306.22,2.83,1.61,2026-03-29,1333,Terra,MODIS,43,6.1NRT,288.46,25.42,N
2.78502,102.87413,306.46,2.83,1.61,2026-03-29,1333,Terra,MODIS,45,6.1NRT,288.41,28.08,N
0.84912,104.25191,313.77,1.1,1.05,2026-03-30,0811,Aqua,MODIS,0,6.1NRT,294.82,7.8,D
0.74433,103.49008,311.57,1.21,1.09,2026-03-30,0811,Aqua,MODIS,47,6.1NRT,291.38,8.87,D
2.58696,103.6301,311.58,1.13,1.06,2026-03-30,0811,Aqua,MODIS,63,6.1NRT,290.03,6.52,D
2.58551,103.62025,310.1,1.13,1.06,2026-03-30,0811,Aqua,MODIS,54,6.1NRT,289.73,5.34,D
3.16047,103.38946,313.22,1.15,1.07,2026-03-30,0811,Aqua,MODIS,67,6.1NRT,295.01,7.09,D
4.65639,103.18833,319.92,1.13,1.06,2026-03-30,0813,Aqua,MODIS,75,6.1NRT,293.61,14.77,D
4.6621,103.18186,307.62,1.13,1.06,2026-03-30,0813,Aqua,MODIS,47,6.1NRT,291.64,3.69,D
4.79936,103.22438,311.88,1.12,1.06,2026-03-30,0813,Aqua,MODIS,65,6.1NRT,294.13,6.04,D
5.14597,101.9882,315.69,1.3,1.13,2026-03-30,0813,Aqua,MODIS,70,6.1NRT,297.87,9.77,D
5.14415,101.97649,321.62,1.31,1.13,2026-03-30,0813,Aqua,MODIS,77,6.1NRT,298.03,18.5,D
5.40414,103.00993,309.97,1.13,1.06,2026-03-30,0813,Aqua,MODIS,63,6.1NRT,291.25,5.7,D
4.60107,97.72511,311.6,2.84,1.61,2026-03-30,0813,Aqua,MODIS,50,6.1NRT,292.22,25.23,D
5.30999,100.43449,314.69,1.28,1.12,2026-03-31,0230,Terra,MODIS,22,6.1NRT,294.01,9.37,D
5.30016,100.43306,315.83,1.28,1.12,2026-03-31,0230,Terra,MODIS,15,6.1NRT,294.31,10.31,D
1.9693,101.55269,309.64,1.83,1.32,2026-03-31,0850,Aqua,MODIS,40,6.1NRT,277.84,16.52,D
4.3495,96.27815,319.36,1.01,1,2026-03-31,0852,Aqua,MODIS,77,6.1NRT,294.16,11.92,D
0.32699,103.02552,313.05,3.57,1.77,2026-04-01,0750,Aqua,MODIS,39,6.1NRT,289.24,38.11,D
1.36742,102.43934,323.44,3.82,1.83,2026-04-01,0750,Aqua,MODIS,67,6.1NRT,290.24,101.61,D
0.33162,103.05617,321.97,3.55,1.77,2026-04-01,0750,Aqua,MODIS,70,6.1NRT,290.18,89.03,D
1.37609,102.43371,319.8,3.82,1.83,2026-04-01,0750,Aqua,MODIS,37,6.1NRT,289.63,74.47,D
4.57827,103.41933,315.85,2.78,1.59,2026-04-01,0752,Aqua,MODIS,30,6.1NRT,296.57,32.51,D
4.57241,103.42727,320.94,2.78,1.59,2026-04-01,0752,Aqua,MODIS,49,6.1NRT,296.77,50.17,D
2.46739,103.81732,307.5,1.1,1.04,2026-04-01,1353,Terra,MODIS,72,6.1NRT,294.58,6.6,N
0.33273,103.06049,308.73,1.27,1.12,2026-04-01,1353,Terra,MODIS,75,6.1NRT,290.53,12.93,N
-1.64568,105.38842,317.79,1.03,1.02,2026-04-01,1353,Terra,MODIS,96,6.1NRT,294.98,14.22,N
0.33116,103.04941,317.06,1.27,1.12,2026-04-01,1353,Terra,MODIS,94,6.1NRT,290.99,21.99,N
1.32419,102.47231,332.66,1.34,1.15,2026-04-01,1353,Terra,MODIS,100,6.1NRT,287.53,44.99,N
1.34437,102.46942,316.81,1.34,1.15,2026-04-01,1353,Terra,MODIS,21,6.1NRT,287.16,16.19,N
1.3716,102.44735,320.88,1.34,1.15,2026-04-01,1353,Terra,MODIS,71,6.1NRT,287.51,23.78,N
1.36993,102.43559,335.58,1.35,1.15,2026-04-01,1353,Terra,MODIS,100,6.1NRT,288.17,52.61,N
1.38005,102.4342,307.68,1.35,1.15,2026-04-01,1353,Terra,MODIS,19,6.1NRT,285.64,11.13,N
2.28902,103.72694,304.92,1.11,1.05,2026-04-01,1353,Terra,MODIS,60,6.1NRT,293.39,5.2,N
2.28766,103.71725,307.63,1.11,1.05,2026-04-01,1353,Terra,MODIS,71,6.1NRT,293.45,7.21,N
4.03785,103.37364,307.62,1.11,1.05,2026-04-01,1355,Terra,MODIS,72,6.1NRT,294.68,6.15,N
5.98791,100.451,315.56,1.12,1.05,2026-04-02,0209,Terra,MODIS,69,6.1NRT,301.03,6.28,D
4.39049,102.65515,311.76,1.01,1,2026-04-02,0209,Terra,MODIS,44,6.1NRT,299.54,6.45,D
2.71228,101.56307,315.87,1,1,2026-04-02,0209,Terra,MODIS,76,6.1NRT,281.31,13.06,D
1.97512,101.55386,313.12,1,1,2026-04-02,0211,Terra,MODIS,50,6.1NRT,284.3,9.65,D
1.45128,101.84484,310.92,1,1,2026-04-02,0211,Terra,MODIS,35,6.1NRT,293.95,5.64,D
-6.9562,107.79401,308.11,3.06,1.66,2026-04-02,0213,Terra,MODIS,33,6.1NRT,289.45,21.86,D
-6.1041,105.42615,311.3,1.09,1.04,2026-04-02,0826,Aqua,MODIS,34,6.1NRT,294.96,8.15,D
-6.09495,105.42486,310.81,1.09,1.04,2026-04-02,0826,Aqua,MODIS,34,6.1NRT,294.99,7,D
-3.66377,105.80497,351.08,1.21,1.09,2026-04-02,0826,Aqua,MODIS,72,6.1NRT,289.62,78.69,D
-1.60657,105.43024,312.85,1.22,1.1,2026-04-02,0826,Aqua,MODIS,49,6.1NRT,291.89,8.44,D
-2.34372,104.87614,312.33,1.12,1.06,2026-04-02,0826,Aqua,MODIS,67,6.1NRT,288.75,6.94,D
-1.56309,105.79168,322.2,1.29,1.13,2026-04-02,0826,Aqua,MODIS,75,6.1NRT,298.18,16.68,D
-1.605,105.44084,311.07,1.22,1.1,2026-04-02,0826,Aqua,MODIS,43,6.1NRT,292.08,6.24,D
-1.97204,102.19421,315.4,1.01,1,2026-04-02,0826,Aqua,MODIS,70,6.1NRT,297.86,7.46,D
1.3575,102.46301,334.3,1.01,1,2026-04-02,0828,Aqua,MODIS,42,6.1NRT,302.09,21.84,D
1.36755,102.47047,327.82,1.01,1,2026-04-02,0828,Aqua,MODIS,48,6.1NRT,299.91,16.36,D
1.36627,102.46172,341.04,1.01,1,2026-04-02,0828,Aqua,MODIS,69,6.1NRT,302.5,33.65,D
1.37249,102.44294,335.52,1,1,2026-04-02,0828,Aqua,MODIS,53,6.1NRT,300.12,25.59,D
1.3712,102.4342,383.76,1,1,2026-04-02,0828,Aqua,MODIS,100,6.1NRT,303.74,160.31,D
1.36992,102.42547,377.32,1,1,2026-04-02,0828,Aqua,MODIS,100,6.1NRT,301.43,134.82,D
3.71163,103.28046,315.16,1.09,1.04,2026-04-02,0828,Aqua,MODIS,56,6.1NRT,299.26,6.66,D
0.32534,103.0481,322.18,1.02,1.01,2026-04-02,0828,Aqua,MODIS,30,6.1NRT,300.63,11.59,D
0.33417,103.04679,321.2,1.02,1.01,2026-04-02,0828,Aqua,MODIS,50,6.1NRT,299.64,10.29,D
0.28542,102.34738,316.41,1,1,2026-04-02,0828,Aqua,MODIS,53,6.1NRT,301.77,8.14,D
0.45033,102.15088,316.56,1,1,2026-04-02,0828,Aqua,MODIS,64,6.1NRT,301.92,8.64,D
0.48103,102.28281,313.33,1,1,2026-04-02,0828,Aqua,MODIS,46,6.1NRT,298.36,7.38,D
0.57928,102.07523,316.14,1,1,2026-04-02,0828,Aqua,MODIS,67,6.1NRT,301.79,8.27,D
1.31127,102.47649,335.03,1.01,1,2026-04-02,0828,Aqua,MODIS,87,6.1NRT,299.48,28.05,D
1.32004,102.4752,365.72,1.01,1,2026-04-02,0828,Aqua,MODIS,100,6.1NRT,305.08,93.5,D
1.36243,102.43549,339.27,1,1,2026-04-02,0828,Aqua,MODIS,82,6.1NRT,300.22,31.29,D
1.38126,102.44165,322.29,1,1,2026-04-02,0828,Aqua,MODIS,24,6.1NRT,298.04,11.33,D
1.84958,104.07751,315.75,1.13,1.06,2026-04-02,0828,Aqua,MODIS,65,6.1NRT,298.12,8.62,D
1.7933,103.17974,316.26,1.04,1.02,2026-04-02,0828,Aqua,MODIS,48,6.1NRT,298.77,5.76,D
2.43552,103.52421,313.63,1.09,1.04,2026-04-02,0828,Aqua,MODIS,54,6.1NRT,299.57,6.11,D
2.13168,101.13634,337.42,1.02,1.01,2026-04-02,0828,Aqua,MODIS,89,6.1NRT,297.91,34.13,D
3.56384,102.38667,319.8,1.02,1.01,2026-04-02,0828,Aqua,MODIS,74,6.1NRT,299.17,10.81,D
1.31876,102.46645,341.04,1,1,2026-04-02,0828,Aqua,MODIS,91,6.1NRT,299.62,34.81,D
4.03851,103.37093,349.4,1.11,1.05,2026-04-02,0828,Aqua,MODIS,95,6.1NRT,305.72,60.87,D
4.0371,103.36127,321.82,1.1,1.05,2026-04-02,0828,Aqua,MODIS,73,6.1NRT,301.9,12.36,D
4.25322,103.38989,317.17,1.11,1.05,2026-04-02,0828,Aqua,MODIS,68,6.1NRT,301.98,9.41,D
4.30773,103.44166,320.87,1.12,1.06,2026-04-02,0828,Aqua,MODIS,68,6.1NRT,303.94,11.45,D
4.30631,103.43189,330.75,1.12,1.05,2026-04-02,0828,Aqua,MODIS,84,6.1NRT,303.91,24.91,D
4.50785,103.30466,324.85,1.11,1.05,2026-04-02,0828,Aqua,MODIS,79,6.1NRT,300.37,19.1,D
5.19577,103.00426,316.42,1.09,1.04,2026-04-02,0828,Aqua,MODIS,66,6.1NRT,302.69,7.92,D
4.91182,97.53794,313.96,1.42,1.18,2026-04-02,0828,Aqua,MODIS,57,6.1NRT,296.11,10.57,D
5.67774,102.19103,317.01,1.03,1.02,2026-04-02,0828,Aqua,MODIS,62,6.1NRT,304.82,6.98,D
5.03835,97.36577,315.42,1.45,1.19,2026-04-02,0828,Aqua,MODIS,59,6.1NRT,294.54,11.32,D
5.86396,100.48563,319.07,1.01,1,2026-04-02,0830,Aqua,MODIS,46,6.1NRT,302.57,6.67,D
5.87274,100.48431,319.08,1.01,1,2026-04-02,0830,Aqua,MODIS,55,6.1NRT,303.33,6.21,D
5.96141,100.40205,320.16,1.01,1.01,2026-04-02,0830,Aqua,MODIS,46,6.1NRT,302.6,6.22,D
5.93343,102.22735,320,1.04,1.02,2026-04-02,0830,Aqua,MODIS,71,6.1NRT,305.36,8.84,D
6.05839,100.48922,324.81,1.01,1,2026-04-02,0830,Aqua,MODIS,77,6.1NRT,303.71,12.51,D
6.0782,100.44118,315.89,1.01,1,2026-04-02,0830,Aqua,MODIS,53,6.1NRT,300.68,3.57,D
6.07298,100.40588,315.69,1.01,1.01,2026-04-02,0830,Aqua,MODIS,43,6.1NRT,299.83,3.76,D
5.93213,102.21825,316.72,1.04,1.02,2026-04-02,0830,Aqua,MODIS,53,6.1NRT,305.18,5.32,D
1.38003,102.42059,341.04,2.28,1.46,2026-04-02,1431,Terra,MODIS,100,6.1NRT,286.96,143.26,N
4.04058,103.37416,306.05,3.02,1.65,2026-04-02,1431,Terra,MODIS,67,6.1NRT,293.83,28.04,N
1.32235,102.4759,328.98,2.29,1.47,2026-04-02,1431,Terra,MODIS,100,6.1NRT,292.12,82.67,N
4.30353,98.0561,309.47,1.21,1.09,2026-04-02,1431,Terra,MODIS,77,6.1NRT,294.22,9.12,N
1.31953,102.45592,309.66,2.29,1.46,2026-04-02,1431,Terra,MODIS,78,6.1NRT,290.64,20.48,N
1.32106,102.46945,331.24,2.29,1.47,2026-04-02,1431,Terra,MODIS,100,6.1NRT,291.9,89.98,N
1.35977,102.4641,313.82,2.29,1.47,2026-04-02,1431,Terra,MODIS,77,6.1NRT,293.16,27.87,N
1.37267,102.46233,311.6,2.29,1.47,2026-04-02,1431,Terra,MODIS,34,6.1NRT,292.74,22.1,N
1.36992,102.44231,341.39,2.29,1.46,2026-04-02,1431,Terra,MODIS,100,6.1NRT,292.39,142,N
1.36717,102.42239,380.19,2.28,1.46,2026-04-02,1431,Terra,MODIS,100,6.1NRT,288.08,502.98,N
1.38279,102.44051,334.06,2.29,1.46,2026-04-02,1431,Terra,MODIS,100,6.1NRT,292.17,106.41,N
1.3696,102.40565,307.32,1.62,1.25,2026-04-02,2046,Aqua,MODIS,36,6.1NRT,290.4,11.02,N
1.36531,102.43375,352.41,1.63,1.26,2026-04-02,2046,Aqua,MODIS,100,6.1NRT,296.45,130.03,N
1.32586,102.47125,321.84,1.64,1.26,2026-04-02,2046,Aqua,MODIS,100,6.1NRT,293.09,34.83,N
1.32364,102.4855,323.12,1.65,1.26,2026-04-02,2046,Aqua,MODIS,100,6.1NRT,293.38,37.58,N
1.31486,102.46964,306.35,1.64,1.26,2026-04-02,2046,Aqua,MODIS,56,6.1NRT,291.48,11,N
1.31263,102.48388,308.04,1.65,1.26,2026-04-02,2046,Aqua,MODIS,73,6.1NRT,291.74,13.75,N
1.32388,102.46548,308.37,1.64,1.26,2026-04-02,2046,Aqua,MODIS,70,6.1NRT,291.78,13.55,N
1.32178,102.47973,329.78,1.65,1.26,2026-04-02,2046,Aqua,MODIS,100,6.1NRT,294.48,56.07,N
4.04606,103.37229,307.21,1.73,1.29,2026-04-02,2046,Aqua,MODIS,58,6.1NRT,291.3,15.14,N
2.70842,101.56662,306.52,1.34,1.15,2026-04-02,2046,Aqua,MODIS,68,6.1NRT,293.66,8.95,N
1.98178,101.55312,306.35,1.37,1.16,2026-04-02,2046,Aqua,MODIS,68,6.1NRT,294.38,8.43,N
1.38723,102.437,335.16,1.63,1.26,2026-04-02,2046,Aqua,MODIS,100,6.1NRT,294.76,66.9,N
1.3784,102.42133,368.34,1.62,1.25,2026-04-02,2046,Aqua,MODIS,100,6.1NRT,296.53,219.35,N
1.37627,102.43538,356.17,1.63,1.26,2026-04-02,2046,Aqua,MODIS,100,6.1NRT,298.64,148.84,N
1.37198,102.46365,311.31,1.64,1.26,2026-04-02,2046,Aqua,MODIS,64,6.1NRT,293.22,14.53,N
1.36746,102.4197,397.92,1.62,1.25,2026-04-02,2046,Aqua,MODIS,100,6.1NRT,297.98,484.73,N
1.3806,102.41958,318.54,3.32,1.72,2026-04-03,1331,Terra,MODIS,70,6.1NRT,286.15,75.16,N
