latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
0.22729,102.26486,312.17,3.41,1.74,2026-03-19,1333,Terra,MODIS,84,6.1NRT,290.4,56.9,N
0.23148,102.29426,304.44,3.39,1.74,2026-03-19,1333,Terra,MODIS,60,6.1NRT,290.2,25.81,N
0.215,102.27208,308.93,3.41,1.74,2026-03-19,1333,Terra,MODIS,76,6.1NRT,290.65,40.64,N
-2.37055,105.09312,303.98,2.22,1.44,2026-03-19,1333,Terra,MODIS,58,6.1NRT,269.18,21.83,N
2.33175,102.2862,305.22,3.13,1.68,2026-03-19,1336,Terra,MODIS,63,6.1NRT,293.28,22.2,N
1.64973,101.48651,309.67,3.73,1.81,2026-03-19,1336,Terra,MODIS,77,6.1NRT,293.05,51.97,N
2.34648,102.28413,313.54,3.13,1.68,2026-03-19,1336,Terra,MODIS,87,6.1NRT,293.19,50.88,N
2.90219,103.29807,304.63,2.53,1.53,2026-03-19,1336,Terra,MODIS,61,6.1NRT,293.41,19.41,N
-2.36671,105.0981,310.83,1.16,1.07,2026-03-19,2004,Aqua,MODIS,81,6.1NRT,291.91,10.54,N
2.90621,103.30891,310.11,1.85,1.33,2026-03-19,2004,Aqua,MODIS,79,6.1NRT,292.85,23.02,N
1.79034,101.69291,307.24,2.39,1.49,2026-03-19,2004,Aqua,MODIS,71,6.1NRT,292.2,21.4,N
1.79131,101.68781,304.78,2.39,1.49,2026-03-19,2004,Aqua,MODIS,62,6.1NRT,292.07,17,N
1.64948,101.48843,322.48,2.47,1.51,2026-03-19,2004,Aqua,MODIS,100,6.1NRT,293.11,70.14,N
1.65178,101.48361,319.14,2.47,1.51,2026-03-19,2004,Aqua,MODIS,98,6.1NRT,292.88,58.44,N
1.64855,101.50485,304.84,2.46,1.51,2026-03-19,2004,Aqua,MODIS,62,6.1NRT,292.53,17.91,N
1.26994,103.70004,303.45,1.62,1.25,2026-03-19,2004,Aqua,MODIS,55,6.1NRT,288.94,10.2,N
-6.86482,107.49363,312.07,1.26,1.11,2026-03-20,0154,Terra,MODIS,37,6.1NRT,295.58,6.45,D
-6.8957,107.5007,311.44,1.26,1.11,2026-03-20,0154,Terra,MODIS,29,6.1NRT,295.57,6.34,D
-6.90333,107.55595,316.65,1.27,1.12,2026-03-20,0154,Terra,MODIS,50,6.1NRT,296.68,7.78,D
-6.9335,107.70118,312.59,1.3,1.13,2026-03-20,0154,Terra,MODIS,54,6.1NRT,295.29,6.18,D
-7.05234,107.74288,311.38,1.31,1.14,2026-03-20,0154,Terra,MODIS,44,6.1NRT,296.1,7.09,D
1.78674,101.69906,321.57,1.65,1.26,2026-03-20,0154,Terra,MODIS,78,6.1NRT,293.59,26.66,D
1.42427,104.26905,313.73,1.12,1.05,2026-03-20,0154,Terra,MODIS,46,6.1NRT,297.42,7.25,D
0.3522,103.09583,313.82,1.26,1.11,2026-03-20,0154,Terra,MODIS,57,6.1NRT,296.43,8.71,D
-6.22622,106.40656,313.93,1.09,1.04,2026-03-20,0154,Terra,MODIS,42,6.1NRT,297.3,6.2,D
-6.09768,105.42223,312.75,1.02,1.01,2026-03-20,0154,Terra,MODIS,55,6.1NRT,296.57,7.87,D
-6.09894,105.43119,311.38,1.02,1.01,2026-03-20,0154,Terra,MODIS,48,6.1NRT,294.29,6.86,D
-6.45126,107.61626,312.3,1.26,1.12,2026-03-20,0154,Terra,MODIS,53,6.1NRT,295.02,7.98,D
-6.64143,108.03336,308.22,1.35,1.15,2026-03-20,0154,Terra,MODIS,47,6.1NRT,291.94,5.87,D
-6.10144,105.42289,313.74,1.03,1.01,2026-03-20,0822,Aqua,MODIS,51,6.1NRT,292.79,10.49,D
-3.31343,104.52692,321.23,1.01,1.01,2026-03-20,0822,Aqua,MODIS,75,6.1NRT,293.82,13.9,D
-2.50697,103.16127,315.89,1.01,1,2026-03-20,0822,Aqua,MODIS,70,6.1NRT,294.76,7.65,D
-2.23574,104.13152,318.04,1.01,1,2026-03-20,0822,Aqua,MODIS,72,6.1NRT,296.89,9.44,D
-2.14854,104.28376,312.5,1.01,1.01,2026-03-20,0822,Aqua,MODIS,23,6.1NRT,291.1,5.54,D
-2.17458,102.90798,328.01,1.01,1.01,2026-03-20,0822,Aqua,MODIS,83,6.1NRT,295.05,21.57,D
-2.17588,102.89915,315.86,1.02,1.01,2026-03-20,0822,Aqua,MODIS,65,6.1NRT,295.78,9.02,D
-1.74723,105.43773,312.86,1.11,1.05,2026-03-20,0822,Aqua,MODIS,54,6.1NRT,296.03,5.94,D
-0.17784,102.41629,317.59,1.02,1.01,2026-03-20,0824,Aqua,MODIS,33,6.1NRT,299.43,9.45,D
0.17321,104.54962,317.53,1.06,1.03,2026-03-20,0824,Aqua,MODIS,45,6.1NRT,295.25,11.05,D
0.23763,102.91239,318.79,1,1,2026-03-20,0824,Aqua,MODIS,68,6.1NRT,298.59,8.54,D
0.23999,102.86756,319.25,1,1,2026-03-20,0824,Aqua,MODIS,71,6.1NRT,298.15,8.24,D
0.23872,102.85885,320.4,1,1,2026-03-20,0824,Aqua,MODIS,71,6.1NRT,298.61,10.31,D
0.34833,103.09398,326.31,1,1,2026-03-20,0824,Aqua,MODIS,81,6.1NRT,303.35,16.01,D
0.44838,103.47091,318.02,1.01,1,2026-03-20,0824,Aqua,MODIS,70,6.1NRT,299.33,8.13,D
0.59936,103.24026,319.79,1,1,2026-03-20,0824,Aqua,MODIS,51,6.1NRT,299.5,9.34,D
0.60812,103.23897,347.35,1,1,2026-03-20,0824,Aqua,MODIS,94,6.1NRT,302.5,46.82,D
0.60684,103.23026,345.26,1,1,2026-03-20,0824,Aqua,MODIS,93,6.1NRT,302.44,42.78,D
0.60556,103.22155,327.89,1,1,2026-03-20,0824,Aqua,MODIS,77,6.1NRT,301.09,15.69,D
0.48708,102.27836,313.36,1.02,1.01,2026-03-20,0824,Aqua,MODIS,55,6.1NRT,296.37,8.37,D
0.64957,103.20052,315,1,1,2026-03-20,0824,Aqua,MODIS,59,6.1NRT,299.13,4.62,D
0.51464,101.97386,313.53,1.03,1.02,2026-03-20,0824,Aqua,MODIS,38,6.1NRT,296.15,6.45,D
0.78439,103.48624,315.76,1.01,1,2026-03-20,0824,Aqua,MODIS,0,6.1NRT,298.66,7.74,D
0.73475,102.70447,316.18,1,1,2026-03-20,0824,Aqua,MODIS,70,6.1NRT,301.94,7.91,D
0.8998,103.46357,314.01,1.01,1,2026-03-20,0824,Aqua,MODIS,57,6.1NRT,296.49,5.95,D
1.0567,104.27348,333.33,1.05,1.03,2026-03-20,0824,Aqua,MODIS,65,6.1NRT,298.75,27.5,D
1.09299,104.33384,351.41,1.06,1.03,2026-03-20,0824,Aqua,MODIS,96,6.1NRT,300.28,61.86,D
1.10333,104.34173,338.21,1.06,1.03,2026-03-20,0824,Aqua,MODIS,89,6.1NRT,300.1,35.01,D
1.10198,104.33252,325.65,1.06,1.03,2026-03-20,0824,Aqua,MODIS,68,6.1NRT,298.95,15.85,D
1.11232,104.34041,322.05,1.06,1.03,2026-03-20,0824,Aqua,MODIS,75,6.1NRT,299.08,13.19,D
1.10828,104.3128,318.21,1.06,1.03,2026-03-20,0824,Aqua,MODIS,69,6.1NRT,298.11,9.07,D
1.10693,104.30359,326.96,1.06,1.03,2026-03-20,0824,Aqua,MODIS,80,6.1NRT,298.72,18.88,D
1.11122,103.95405,327.45,1.03,1.02,2026-03-20,0824,Aqua,MODIS,70,6.1NRT,299.05,17.7,D
0.83525,101.76378,322.92,1.04,1.02,2026-03-20,0824,Aqua,MODIS,77,6.1NRT,296.64,17.34,D
0.83392,101.75471,312.05,1.04,1.02,2026-03-20,0824,Aqua,MODIS,28,6.1NRT,295.95,7.62,D
1.13127,102.82611,319.25,1,1,2026-03-20,0824,Aqua,MODIS,72,6.1NRT,300.48,9.73,D
1.15114,102.77874,315.77,1,1,2026-03-20,0824,Aqua,MODIS,42,6.1NRT,299.72,5.28,D
1.14987,102.77003,314.59,1,1,2026-03-20,0824,Aqua,MODIS,47,6.1NRT,299.32,4.87,D
1.411,104.24094,343.53,1.06,1.03,2026-03-20,0824,Aqua,MODIS,92,6.1NRT,298.08,45.56,D
1.40964,104.23174,347.51,1.06,1.03,2026-03-20,0824,Aqua,MODIS,94,6.1NRT,299.3,53.61,D
1.42424,104.26058,318.44,1.06,1.03,2026-03-20,0824,Aqua,MODIS,53,6.1NRT,299.31,10.28,D
1.44869,101.84151,320.37,1.03,1.01,2026-03-20,0824,Aqua,MODIS,29,6.1NRT,303.95,10.7,D
1.80902,104.11376,333.14,1.05,1.03,2026-03-20,0824,Aqua,MODIS,85,6.1NRT,301.36,27.07,D
1.84221,104.09019,317.21,1.05,1.02,2026-03-20,0824,Aqua,MODIS,67,6.1NRT,301.03,8.05,D
1.84086,104.08103,321.24,1.05,1.02,2026-03-20,0824,Aqua,MODIS,73,6.1NRT,300.64,12.59,D
1.57887,101.41176,318.9,1.06,1.03,2026-03-20,0824,Aqua,MODIS,73,6.1NRT,297.22,11.02,D
1.61037,101.50068,317.16,1.05,1.02,2026-03-20,0824,Aqua,MODIS,69,6.1NRT,299.13,8.28,D
1.63588,101.48756,334.03,1.05,1.02,2026-03-20,0824,Aqua,MODIS,87,6.1NRT,301.62,27.43,D
1.63453,101.47842,344.1,1.05,1.02,2026-03-20,0824,Aqua,MODIS,92,6.1NRT,300.05,45.07,D
1.64483,101.48622,370.25,1.05,1.02,2026-03-20,0824,Aqua,MODIS,100,6.1NRT,305.2,115.39,D
1.64349,101.47709,411.04,1.05,1.02,2026-03-20,0824,Aqua,MODIS,100,6.1NRT,309.48,339.71,D
1.64215,101.46794,344.95,1.05,1.02,2026-03-20,0824,Aqua,MODIS,93,6.1NRT,300.25,45.35,D
1.65378,101.48489,325.01,1.05,1.02,2026-03-20,0824,Aqua,MODIS,79,6.1NRT,299.99,13.47,D
1.65244,101.47575,319.22,1.05,1.02,2026-03-20,0824,Aqua,MODIS,57,6.1NRT,299.5,6.6,D
1.76937,101.64758,355.55,1.04,1.02,2026-03-20,0824,Aqua,MODIS,98,6.1NRT,298.43,73.52,D
1.78733,101.69369,328.83,1.03,1.02,2026-03-20,0824,Aqua,MODIS,36,6.1NRT,303.65,16.38,D
1.79622,101.69238,327.63,1.03,1.02,2026-03-20,0824,Aqua,MODIS,63,6.1NRT,303.09,15.3,D
2.04844,102.71837,315.95,1,1,2026-03-20,0824,Aqua,MODIS,46,6.1NRT,300.98,7.22,D
2.37574,103.82034,327.87,1.04,1.02,2026-03-20,0824,Aqua,MODIS,81,6.1NRT,299.72,20.91,D
2.37443,103.81128,322.59,1.04,1.02,2026-03-20,0824,Aqua,MODIS,76,6.1NRT,298.6,14.56,D
2.51374,103.69209,315.24,1.03,1.02,2026-03-20,0824,Aqua,MODIS,0,6.1NRT,299.31,7.25,D
2.16919,101.03518,317.94,1.08,1.04,2026-03-20,0824,Aqua,MODIS,70,6.1NRT,300.26,9.34,D
2.78323,102.88701,314.39,1,1,2026-03-20,0824,Aqua,MODIS,61,6.1NRT,299.09,6.86,D
2.90024,103.30405,332.52,1.02,1.01,2026-03-20,0824,Aqua,MODIS,85,6.1NRT,300.44,26.29,D
2.57494,100.2066,315.9,1.17,1.08,2026-03-20,0824,Aqua,MODIS,58,6.1NRT,298.47,6.7,D
2.58086,100.21056,317.36,1.17,1.08,2026-03-20,0824,Aqua,MODIS,58,6.1NRT,298.33,8.85,D
2.59967,100.20775,316.72,1.17,1.08,2026-03-20,0824,Aqua,MODIS,51,6.1NRT,298.94,8.43,D
3.21189,103.41208,375.01,1.03,1.01,2026-03-20,0824,Aqua,MODIS,100,6.1NRT,302.04,132.09,D
3.21058,103.40314,371.28,1.03,1.01,2026-03-20,0824,Aqua,MODIS,100,6.1NRT,303.02,117.99,D
2.689,99.85946,313.51,1.22,1.1,2026-03-20,0824,Aqua,MODIS,70,6.1NRT,296.61,7.35,D
3.46258,103.42134,311.68,1.03,1.01,2026-03-20,0824,Aqua,MODIS,50,6.1NRT,299.18,4.76,D
3.71882,102.96544,335.25,1.01,1.01,2026-03-20,0824,Aqua,MODIS,87,6.1NRT,297.06,30.92,D
3.86773,102.46052,313.13,1,1,2026-03-20,0824,Aqua,MODIS,58,6.1NRT,300.99,4.64,D
4.04464,103.3633,353.87,1.03,1.02,2026-03-20,0824,Aqua,MODIS,97,6.1NRT,295.3,67.64,D
4.04332,103.35429,315.23,1.03,1.02,2026-03-20,0824,Aqua,MODIS,64,6.1NRT,293.46,6.96,D
4.34746,103.40524,316.26,1.04,1.02,2026-03-20,0824,Aqua,MODIS,68,6.1NRT,298.32,8.08,D
4.66755,101.432,309.25,1.01,1.01,2026-03-20,0824,Aqua,MODIS,44,6.1NRT,294.6,6.97,D
5.20039,103.04894,316.52,1.03,1.01,2026-03-20,0824,Aqua,MODIS,58,6.1NRT,297.28,8.19,D
5.36444,102.07165,314.62,1,1,2026-03-20,0824,Aqua,MODIS,61,6.1NRT,301.16,5.89,D
6.02857,100.38287,322.72,1.06,1.03,2026-03-20,0824,Aqua,MODIS,75,6.1NRT,304.2,9.09,D
2.91093,103.31184,305.93,1.24,1.11,2026-03-20,1414,Terra,MODIS,62,6.1NRT,292.67,9.17,N
2.90944,103.30092,310.2,1.24,1.11,2026-03-20,1414,Terra,MODIS,79,6.1NRT,292.91,12.76,N
3.21047,103.40953,313.34,1.27,1.12,2026-03-20,1414,Terra,MODIS,87,6.1NRT,293.58,15.45,N
3.12874,102.67444,310.31,1.15,1.07,2026-03-20,1414,Terra,MODIS,80,6.1NRT,294.46,9.23,N
3.13463,102.67807,311.9,1.16,1.07,2026-03-20,1414,Terra,MODIS,84,6.1NRT,294.54,10.89,N
4.28433,98.04346,312.67,1.13,1.06,2026-03-20,1414,Terra,MODIS,85,6.1NRT,294.58,10.87,N
0.24392,102.87183,304.31,1.1,1.05,2026-03-20,1414,Terra,MODIS,53,6.1NRT,293.38,4.41,N
0.24259,102.86214,327.31,1.1,1.05,2026-03-20,1414,Terra,MODIS,100,6.1NRT,294.36,27.33,N
0.4706,103.25217,303.96,1.16,1.07,2026-03-20,1414,Terra,MODIS,56,6.1NRT,293.79,4.33,N
0.90563,104.11872,306.7,1.32,1.14,2026-03-20,1414,Terra,MODIS,64,6.1NRT,294.02,7.19,N
0.89546,103.45277,331.69,1.2,1.09,2026-03-20,1414,Terra,MODIS,100,6.1NRT,295.17,36.96,N
0.894,103.44221,308.81,1.2,1.09,2026-03-20,1414,Terra,MODIS,76,6.1NRT,294.02,7.39,N
1.08807,104.33306,317.88,1.37,1.16,2026-03-20,1414,Terra,MODIS,95,6.1NRT,293.8,21.99,N
1.39947,101.69621,319.13,1.03,1.01,2026-03-20,1414,Terra,MODIS,98,6.1NRT,294.12,15.24,N
1.39823,101.6872,308.74,1.03,1.01,2026-03-20,1414,Terra,MODIS,73,6.1NRT,294.18,6.54,N
1.40715,101.68596,318.27,1.03,1.01,2026-03-20,1414,Terra,MODIS,96,6.1NRT,294.61,14.33,N
1.40591,101.67696,305.16,1.03,1.01,2026-03-20,1414,Terra,MODIS,56,6.1NRT,294.03,4.04,N
1.41732,101.69372,320.42,1.03,1.01,2026-03-20,1414,Terra,MODIS,100,6.1NRT,294.54,16.37,N
1.41608,101.68472,319.26,1.03,1.01,2026-03-20,1414,Terra,MODIS,98,6.1NRT,294.54,15.17,N
1.81419,104.11038,308.75,1.35,1.15,2026-03-20,1414,Terra,MODIS,72,6.1NRT,294.54,10.39,N
1.63836,101.48913,307.78,1.02,1.01,2026-03-20,1414,Terra,MODIS,69,6.1NRT,294.68,5.93,N
1.63713,101.4802,324.65,1.02,1.01,2026-03-20,1414,Terra,MODIS,100,6.1NRT,295.2,21.08,N
1.64725,101.48789,350.4,1.02,1.01,2026-03-20,1414,Terra,MODIS,100,6.1NRT,298.09,62.18,N
1.64602,101.47897,360.87,1.02,1.01,2026-03-20,1414,Terra,MODIS,100,6.1NRT,299.91,88.37,N
1.64479,101.47004,324.51,1.02,1.01,2026-03-20,1414,Terra,MODIS,100,6.1NRT,294.69,20.33,N
1.65614,101.48665,314.12,1.02,1.01,2026-03-20,1414,Terra,MODIS,87,6.1NRT,294.45,9.55,N
1.65491,101.47772,312,1.02,1.01,2026-03-20,1414,Terra,MODIS,82,6.1NRT,294.26,8.01,N
1.7717,101.65665,305.3,1.03,1.01,2026-03-20,1414,Terra,MODIS,49,6.1NRT,294.89,4.84,N
1.77045,101.64764,356.75,1.03,1.01,2026-03-20,1414,Terra,MODIS,100,6.1NRT,299.84,79,N
1.76921,101.63862,325.65,1.03,1.01,2026-03-20,1414,Terra,MODIS,100,6.1NRT,295.03,22.31,N
1.79457,101.69027,304,1.03,1.01,2026-03-20,1414,Terra,MODIS,45,6.1NRT,293.08,5.15,N
4.57237,103.44487,326.07,1.49,1.21,2026-03-20,2042,Aqua,MODIS,100,6.1NRT,296.16,41.66,N
4.57031,103.45783,320.22,1.5,1.21,2026-03-20,2042,Aqua,MODIS,100,6.1NRT,294.63,30.1,N
1.77013,101.64425,322.37,1.24,1.11,2026-03-20,2042,Aqua,MODIS,100,6.1NRT,293.88,25.83,N
1.7685,101.65504,322.35,1.25,1.11,2026-03-20,2042,Aqua,MODIS,100,6.1NRT,294.68,26.04,N
0.23981,102.86742,317.91,1.59,1.24,2026-03-20,2042,Aqua,MODIS,96,6.1NRT,292.45,29.03,N
0.22562,102.28326,307.2,1.44,1.19,2026-03-20,2042,Aqua,MODIS,59,6.1NRT,291.98,10.52,N
0.21983,102.27572,304.43,1.44,1.19,2026-03-20,2042,Aqua,MODIS,44,6.1NRT,291.82,7.57,N
0.21799,102.28823,303.79,1.45,1.19,2026-03-20,2042,Aqua,MODIS,34,6.1NRT,291.82,7.01,N
5.65304,100.53148,320.67,1.31,1.14,2026-03-21,0232,Terra,MODIS,18,6.1NRT,303.24,10.39,D
5.6431,100.53007,320.69,1.31,1.14,2026-03-21,0232,Terra,MODIS,57,6.1NRT,302.56,9.44,D
5.61817,100.48565,321.2,1.3,1.13,2026-03-21,0232,Terra,MODIS,58,6.1NRT,302.74,11.51,D
5.59454,100.64682,317.04,1.34,1.15,2026-03-21,0232,Terra,MODIS,60,6.1NRT,302.24,11.36,D
5.48852,100.60107,316.53,1.33,1.14,2026-03-21,0232,Terra,MODIS,38,6.1NRT,301.85,10.93,D
5.41247,100.56041,319.96,1.33,1.14,2026-03-21,0232,Terra,MODIS,48,6.1NRT,301.59,11.33,D
4.13138,100.90093,311.15,1.46,1.19,2026-03-21,0232,Terra,MODIS,62,6.1NRT,298.46,8.75,D
4.07128,101.15768,312.07,1.53,1.22,2026-03-21,0232,Terra,MODIS,64,6.1NRT,298.09,10.39,D
3.94876,101.03364,312.23,1.5,1.21,2026-03-21,0232,Terra,MODIS,65,6.1NRT,298.98,10.02,D
1.85897,103.0029,312.5,2.33,1.48,2026-03-21,0232,Terra,MODIS,34,6.1NRT,291.12,19.5,D
4.44355,95.90308,328.27,1.31,1.14,2026-03-21,0902,Aqua,MODIS,77,6.1NRT,299.96,26.91,D
4.4535,95.90164,323.67,1.31,1.14,2026-03-21,0902,Aqua,MODIS,73,6.1NRT,299.56,19.26,D
1.40556,104.23412,322.07,1.52,1.22,2026-03-22,0803,Aqua,MODIS,38,6.1NRT,299.68,21.52,D
1.39461,101.70534,343.46,2.42,1.5,2026-03-22,0803,Aqua,MODIS,92,6.1NRT,296.75,158.08,D
1.39151,101.68448,414.55,2.43,1.5,2026-03-22,0803,Aqua,MODIS,100,6.1NRT,299.55,1261.82,D
1.39238,101.69878,384.62,2.42,1.5,2026-03-22,0803,Aqua,MODIS,100,6.1NRT,297.99,605.29,D
1.38911,101.67793,395.7,2.43,1.5,2026-03-22,0803,Aqua,MODIS,100,6.1NRT,298.84,811.16,D
1.83818,104.07702,323.68,1.54,1.22,2026-03-22,0803,Aqua,MODIS,77,6.1NRT,300.87,28.96,D
1.57681,101.61572,314.44,2.44,1.51,2026-03-22,0803,Aqua,MODIS,66,6.1NRT,297.22,18.78,D
1.63331,101.45426,317.24,2.51,1.52,2026-03-22,0803,Aqua,MODIS,40,6.1NRT,296.46,26.69,D
1.7635,101.62514,318.68,2.42,1.5,2026-03-22,0803,Aqua,MODIS,73,6.1NRT,296.47,37.21,D
1.76456,101.63958,326.68,2.41,1.5,2026-03-22,0803,Aqua,MODIS,81,6.1NRT,297.69,66.4,D
1.83607,101.67099,325.9,2.39,1.49,2026-03-22,0803,Aqua,MODIS,81,6.1NRT,298.23,60.29,D
1.84908,101.66901,334.12,2.39,1.49,2026-03-22,0803,Aqua,MODIS,87,6.1NRT,297.26,99.71,D
1.83354,101.66618,321.97,2.39,1.49,2026-03-22,0803,Aqua,MODIS,77,6.1NRT,298.1,46.64,D
1.84655,101.66422,345.81,2.39,1.49,2026-03-22,0803,Aqua,MODIS,93,6.1NRT,297.73,167.4,D
2.19649,100.50816,309.51,2.93,1.63,2026-03-22,0803,Aqua,MODIS,0,6.1NRT,292.23,19.54,D
2.91046,103.30809,323.82,1.69,1.28,2026-03-22,0803,Aqua,MODIS,79,6.1NRT,295.4,34.14,D
3.87112,108.27376,335.38,1,1,2026-03-22,0803,Aqua,MODIS,87,6.1NRT,300.92,30.2,D
3.92607,108.22096,319.66,1,1,2026-03-22,0803,Aqua,MODIS,71,6.1NRT,299.45,11.75,D
3.92478,108.21222,315.15,1,1,2026-03-22,0803,Aqua,MODIS,63,6.1NRT,298.65,7.55,D
3.18495,101.56088,317.54,2.3,1.47,2026-03-22,0803,Aqua,MODIS,43,6.1NRT,298.4,28.55,D
3.24585,101.44146,318.6,2.35,1.48,2026-03-22,0803,Aqua,MODIS,47,6.1NRT,300.21,25.59,D
4.39052,102.65294,312.81,1.79,1.31,2026-03-22,0803,Aqua,MODIS,48,6.1NRT,301.45,13.52,D
4.90798,103.17339,311.53,1.6,1.25,2026-03-22,0803,Aqua,MODIS,61,6.1NRT,297.06,10.38,D
5.49331,100.60665,315.5,2.5,1.52,2026-03-22,0805,Aqua,MODIS,27,6.1NRT,297.57,27.22,D
-1.57511,103.68724,305.61,1.2,1.09,2026-03-22,1355,Terra,MODIS,63,6.1NRT,292,6.5,N
0.24321,102.86559,301.35,1.28,1.12,2026-03-22,1355,Terra,MODIS,34,6.1NRT,277.5,6.96,N
1.17209,104.35381,309.52,1.06,1.03,2026-03-22,1355,Terra,MODIS,67,6.1NRT,274.93,10.98,N
1.41629,104.25397,307.83,1.06,1.03,2026-03-22,1355,Terra,MODIS,53,6.1NRT,270.39,9.85,N
1.09408,101.65945,320.12,1.5,1.21,2026-03-22,1355,Terra,MODIS,100,6.1NRT,281.44,33.46,N
1.10473,101.658,301.82,1.5,1.21,2026-03-22,1355,Terra,MODIS,44,6.1NRT,279.15,9.22,N
1.3859,101.69268,339.36,1.48,1.2,2026-03-22,1355,Terra,MODIS,100,6.1NRT,288.86,74.59,N
1.38406,101.67978,317.16,1.48,1.2,2026-03-22,1355,Terra,MODIS,95,6.1NRT,285.99,26.24,N
1.39647,101.69119,365.36,1.48,1.2,2026-03-22,1355,Terra,MODIS,100,6.1NRT,289.43,179.87,N
1.39464,101.67829,316.07,1.48,1.2,2026-03-22,1355,Terra,MODIS,92,6.1NRT,286.1,24.69,N
1.82003,104.11016,307.77,1.07,1.03,2026-03-22,1355,Terra,MODIS,72,6.1NRT,283.25,9,N
1.84466,104.08765,309.51,1.07,1.03,2026-03-22,1355,Terra,MODIS,78,6.1NRT,281.14,10.94,N
1.84337,104.07832,303.67,1.07,1.03,2026-03-22,1355,Terra,MODIS,56,6.1NRT,279.94,6.89,N
1.64216,101.47833,308.35,1.52,1.22,2026-03-22,1355,Terra,MODIS,50,6.1NRT,283.99,14.2,N
1.64027,101.46507,308.54,1.52,1.22,2026-03-22,1355,Terra,MODIS,56,6.1NRT,283.16,14.48,N
1.65286,101.47681,328.08,1.52,1.22,2026-03-22,1355,Terra,MODIS,100,6.1NRT,285.58,46.94,N
1.65098,101.46355,308.4,1.52,1.22,2026-03-22,1355,Terra,MODIS,13,6.1NRT,283.49,13.06,N
1.76819,101.64045,303.05,1.47,1.2,2026-03-22,1355,Terra,MODIS,53,6.1NRT,278.79,11.01,N
1.79822,101.70139,303.3,1.46,1.19,2026-03-22,1355,Terra,MODIS,54,6.1NRT,280.12,10.55,N
1.84374,101.67624,313.27,1.46,1.19,2026-03-22,1355,Terra,MODIS,87,6.1NRT,288.18,20.35,N
1.84191,101.6635,309.97,1.46,1.19,2026-03-22,1355,Terra,MODIS,79,6.1NRT,289.34,15.68,N
1.85243,101.66201,320.53,1.46,1.19,2026-03-22,1355,Terra,MODIS,100,6.1NRT,290.36,30.4,N
1.8506,101.64924,311.3,1.46,1.2,2026-03-22,1355,Terra,MODIS,82,6.1NRT,289.32,16.1,N
2.78211,102.88222,307.53,1.19,1.08,2026-03-22,1355,Terra,MODIS,72,6.1NRT,278.02,11.77,N
2.90459,103.30186,309.71,1.13,1.06,2026-03-22,1355,Terra,MODIS,78,6.1NRT,291.74,10.09,N
2.91529,103.31041,307.88,1.12,1.06,2026-03-22,1355,Terra,MODIS,36,6.1NRT,289.11,8.36,N
2.9139,103.30056,320.45,1.13,1.06,2026-03-22,1355,Terra,MODIS,100,6.1NRT,291.37,20.59,N
3.2257,103.41766,306.6,1.1,1.05,2026-03-22,1355,Terra,MODIS,69,6.1NRT,288.8,6.97,N
3.38446,102.78635,308.68,1.18,1.08,2026-03-22,1355,Terra,MODIS,75,6.1NRT,290.13,10,N
4.5583,103.45444,312.54,1.07,1.03,2026-03-22,1355,Terra,MODIS,85,6.1NRT,296.95,9.56,N
5.41285,102.85367,308.06,1.12,1.05,2026-03-22,1355,Terra,MODIS,73,6.1NRT,293.88,8.14,N
1.85285,101.65355,315.83,1.22,1.1,2026-03-22,2019,Aqua,MODIS,92,6.1NRT,291.34,17.08,N
1.85128,101.66409,318.71,1.21,1.1,2026-03-22,2019,Aqua,MODIS,97,6.1NRT,293.18,20.01,N
1.8497,101.67461,332.42,1.21,1.09,2026-03-22,2019,Aqua,MODIS,100,6.1NRT,295.22,41.01,N
1.84813,101.68511,303.5,1.21,1.09,2026-03-22,2019,Aqua,MODIS,55,6.1NRT,291.54,5.54,N
1.80678,101.70053,304.58,1.21,1.09,2026-03-22,2019,Aqua,MODIS,59,6.1NRT,290.83,5.81,N
1.80523,101.71101,304.3,1.21,1.09,2026-03-22,2019,Aqua,MODIS,59,6.1NRT,291.58,5.3,N
1.42439,104.26221,305.9,1,1,2026-03-22,2019,Aqua,MODIS,39,6.1NRT,280.12,7.91,N
1.79723,101.69914,318.66,1.21,1.09,2026-03-22,2019,Aqua,MODIS,97,6.1NRT,292.38,19.14,N
1.79569,101.70962,318.73,1.21,1.09,2026-03-22,2019,Aqua,MODIS,97,6.1NRT,292.77,18.9,N
1.77212,101.64587,312.03,1.21,1.1,2026-03-22,2019,Aqua,MODIS,84,6.1NRT,292.46,13.38,N
1.65595,101.47089,320.07,1.24,1.11,2026-03-22,2019,Aqua,MODIS,100,6.1NRT,294.59,20.6,N
1.65437,101.48165,338.83,1.24,1.11,2026-03-22,2019,Aqua,MODIS,100,6.1NRT,297.43,52.86,N
1.65279,101.49238,324.71,1.24,1.1,2026-03-22,2019,Aqua,MODIS,100,6.1NRT,294.94,26.42,N
1.64628,101.46949,311.47,1.24,1.11,2026-03-22,2019,Aqua,MODIS,66,6.1NRT,294.27,11.2,N
1.64471,101.48024,310.12,1.24,1.11,2026-03-22,2019,Aqua,MODIS,58,6.1NRT,294.43,9.88,N
1.64296,101.47324,309.43,1.24,1.11,2026-03-22,2019,Aqua,MODIS,77,6.1NRT,294.27,10.56,N
